pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
1gy8,A,training,3,367,35,eed3558c
1gy9,A,training,5,279,8,e799e233
1gye,B,testing,0,315,5,f568d9b1
1gym,A,training,5,296,6,36924a64
1gz6,D,training,3,296,20,ec03eb26
1gzg,A,training,2,329,14,36d002a9
1h16,A,training,1,759,18,ffc47843
1h1i,B,training,5,346,11,f186b080
1h2b,A,training,3,343,25,540d4d91
1h2t,Z,training,4,146,10,c4e004a0
1h3f,A,training,5,403,5,a3b8ad62
1h41,A,training,5,700,7,0a8948ae
1h46,X,training,4,430,10,23b2620b
1h48,D,training,1,158,16,1eaa46bc
1h4g,A,training,3,205,6,0d9f4cc9
1h4h,A,training,3,206,5,babbe833
1h4k,X,training,3,271,5,dfa0fb7d
1h52,A,training,2,122,6,1b6cf145
1h5q,D,training,4,260,24,e17a3565
1h5r,D,training,5,290,22,fd6cbe93
1h65,A,val,0,254,12,c3bd34ef
1h6d,B,training,2,381,27,72421980
1h70,A,training,3,255,11,8f24dbcb
1h72,C,training,1,296,22,1f0b2c80
1h78,A,training,4,534,15,e28bd511
1h7f,B,training,4,241,10,60979755
1h7n,A,training,5,340,7,0da6956c
1h8y,B,training,4,247,8,fd1f782f
1h9a,A,training,3,485,13,83e0702e
1h9g,A,val,0,223,10,758f1881
1h9s,A,training,3,138,5,bdf5506c
1hdc,A,training,3,253,9,6c6ad6bf
1hdg,O,testing,0,332,12,845db140
1hdi,A,training,1,413,8,6d1104b6
1hdo,A,training,1,205,19,9c869301
1hdr,A,training,1,236,17,2b3cb863
1hfc,A,training,1,157,11,b028d4d0
1hgx,A,val,0,164,10,f6dcfd4a
1hj1,A,val,0,204,16,39a5e686
1hkn,C,training,4,129,5,22c77324
1hku,A,training,1,330,18,1715e4cd
1hl7,A,training,1,279,9,d0cbc2f0
1hlk,B,training,5,227,7,51023756
1hm2,A,training,2,674,8,6286fc5b
1hm9,A,training,1,458,16,817dffc5
1hn4,A,training,5,129,9,9d6802c5
1ho4,A,val,0,242,10,18a82271
1hp1,A,training,4,516,9,83ac0f47
1hsk,A,training,4,303,23,fd61016f
1huq,A,training,3,164,20,22851fdb
1hv9,B,training,5,450,21,94cd673a
1hy3,A,training,3,287,16,3d1fe9d2
1hye,A,training,1,307,15,2999750f
1hyh,A,training,3,297,16,42e57fa0
1hyo,A,val,0,416,8,80496db9
1hyu,A,training,5,521,17,4585de5e
1i0r,A,val,0,161,17,8663593a
1i0v,A,testing,0,104,11,be6d9d6a
1i1d,A,training,3,156,22,52563a1d
1i1k,B,testing,0,298,11,a505d484
1i1n,A,training,2,224,15,a36c7228
1i52,A,training,4,225,14,09ab2488
1i58,A,training,2,189,11,116dcfe5
1i5r,A,training,4,285,24,e1217ac0
1i6k,A,testing,0,316,23,035df0d4
1i6t,A,training,5,175,6,62da6e97
1i76,A,testing,0,163,10,0c98fa64
1i79,A,testing,0,251,14,e54f2bac
1i7q,A,val,0,517,6,2ad96240
1i8t,B,training,3,367,21,33e283a8
1i9g,A,testing,0,264,12,2881457a
1i9z,A,training,2,336,6,e736e894
1ia9,A,training,3,276,10,1885c9c9
1ibj,A,training,1,380,10,9bb92795
1ibv,B,training,4,228,5,472927b5
1icp,A,val,0,358,14,c6a09110
1id0,A,training,5,146,9,098c1201
1igw,B,training,1,411,7,650a0576
1ii0,B,training,1,553,24,8632be1e
1ii7,A,testing,0,333,8,d4e77b8f
1iic,B,training,5,422,23,f5e3b5b7
1iim,A,training,4,289,20,ddb7ee47
1ik3,A,training,1,836,17,5b2b1c1c
1im8,B,testing,0,217,11,a2a28501
1in4,A,val,0,298,13,b76fc1a5
1io7,A,val,0,366,20,02d1ede6
1iqc,C,training,4,308,34,48f7060d
1irj,D,training,2,82,5,741fd877
1is2,A,training,4,637,18,93ef15ac
1isj,A,training,2,250,9,28605ad4
1it6,A,training,1,293,11,d4ee696e
1it7,A,training,4,577,6,92b12dc1
1itk,B,testing,0,714,19,e33e25cd
1itu,B,training,3,369,10,03d06ceb
1itz,A,training,4,666,9,09252e12
1iup,A,training,2,271,7,dffbdafb
1iv2,A,training,5,150,8,7a90ff60
1ivd,A,training,3,388,6,8013595f
1iw0,B,testing,0,209,11,22ce36f5
1ix1,B,val,0,169,19,74c8476e
1ixe,B,training,4,370,12,e981ba0b
1iy8,D,val,0,258,22,98b1eae9
1iyb,A,training,2,208,12,1a61a61c
1iyk,B,training,2,392,30,4cc7c698
1iyn,A,training,2,275,19,ad6445ee
1izc,A,training,2,299,7,ff8313ab
1izh,B,val,0,99,10,f9f8c57f
1j02,A,training,3,212,14,63b40691
1j0a,B,training,4,325,14,fb2dc784
1j0x,P,testing,0,331,13,1697877f
1j11,A,training,2,516,8,ec5383c4
1j17,T,training,2,223,15,1237f46b
1j1b,B,training,2,364,12,fded0f9d
1j3k,A,training,4,221,27,bfaa3b58
1j49,A,training,3,332,17,65531b00
1j54,A,training,5,174,9,2f5ffd22
1j78,B,val,0,447,6,38941bfa
1j9l,A,training,4,247,7,bdbe1321
1ja1,B,training,2,614,43,e010de00
1ja9,A,training,3,259,27,73f1c279
1jak,A,training,3,499,10,96d89ff9
1jay,A,training,1,212,24,1968d959
1jbw,A,training,5,409,20,c280a8c3
1jcl,A,val,0,252,6,6d1f04ef
1jcm,P,training,5,259,15,6a970f1c
1je1,D,training,3,231,9,e89a5f57
1jec,A,training,1,510,5,6d431aa8
1jeh,A,training,5,478,27,eed63dc8
1jft,A,testing,0,340,7,72132000
1jg1,A,training,1,215,16,30fc35ad
1jg7,A,training,5,351,13,beb3af63
1jgt,B,training,2,500,21,4ff02fb1
1jh7,A,training,4,185,8,7367f8f3
1jil,A,training,1,323,14,bc0c129b
1jj7,A,training,2,251,9,9ac6e524
1jje,A,training,5,220,10,2034b07b
1jjv,A,training,1,194,9,c1c68fcd
1jk3,A,training,1,158,9,49869d39
1jkx,A,testing,0,209,15,934b27f5
1jm6,A,training,3,339,10,df64caab
1jny,B,training,3,412,12,42bb510d
1jp4,A,training,4,302,10,d12ae9ad
1jq3,C,training,1,293,20,f1bbd10f
1jq5,A,val,0,366,18,5b468d74
1jqi,B,training,1,384,28,ab79c025
1jqn,A,training,1,874,5,b7fb2f12
1jr8,A,training,3,105,17,a9add2b2
1js3,A,training,4,464,13,984deae1
1jsl,B,training,1,324,10,c64b8c69
1jt2,A,testing,0,255,7,d3808786
1jub,A,testing,0,311,17,ccb18409
1jv1,B,training,2,485,18,dc0ddb85
1jw0,B,testing,0,508,8,4e1163b2
1jwb,B,training,2,240,12,0a418d17
1jx4,A,training,2,335,8,139a55e5
1jyl,A,training,3,228,12,79d6d8d4
1k0a,A,testing,0,234,10,6b09fc17
1k1y,A,val,0,636,7,73fef1b2
1k3y,A,training,5,221,9,391ba9e3
1k4j,A,training,3,193,6,71616691
1k4m,C,training,5,213,18,3003aeb6
1k4v,A,training,4,287,12,2c1f1848
1k6e,A,training,4,295,5,3c8e8ff5
1k6m,A,training,1,432,14,9e167d56
1k6x,A,training,1,324,13,5a9861f2
1k7w,B,training,1,448,6,05d62b0d
1k97,A,val,0,432,12,cc9b9c05
1k9f,A,training,5,671,9,9e2b85e4
1ka1,A,val,0,354,10,10bb9e5d
1kae,A,training,3,427,14,d8bce174
1kao,A,val,0,167,14,fd9683e7
1kb0,A,training,2,669,31,b21f003e
1kbi,A,testing,0,504,34,6d40f232
1kbq,A,training,3,272,22,31e72d6f
1kc7,A,training,1,872,7,39ad5cbf
1kcc,A,training,3,333,8,935de3d0
1kdg,A,training,3,541,23,59c81c04
1kdo,A,training,1,223,12,01c4c1a7
1ket,A,testing,0,346,30,dba3a611
1kev,A,training,3,351,13,162f46c2
1kew,A,training,5,361,34,828a7712
1kfg,A,training,5,612,5,26bd594a
1kgi,C,training,2,121,8,af9363b2
1kgq,A,training,4,274,10,e738bb72
1kgz,A,training,5,328,9,8ddfa753
1kht,B,training,3,191,11,6e8fa959
1khz,B,training,5,202,10,a6240729
1kj8,A,training,5,386,24,ce4db18b
1kk1,A,training,3,397,12,869e26ba
1kk8,A,val,0,793,11,914947e7
1kkr,B,training,4,401,7,2ebd9db7
1kmv,A,testing,0,185,27,6fa1f45a
1knr,A,training,1,529,21,778805c8
1kny,A,training,2,253,12,c7d238a2
1ko5,B,training,5,172,9,2ea56bcd
1kol,B,training,2,396,25,7fc6baf2
1kor,B,training,2,386,12,c8a76928
1kp8,B,training,5,525,16,952ca44a
1kpg,A,val,0,276,26,f1950e7d
1kqn,A,val,0,232,18,701318b5
1kqp,A,training,1,271,27,8c0e5a90
1kqr,A,training,5,160,5,d9a4a067
1krh,A,training,5,337,26,fbce2979
1krr,A,training,2,200,10,1d4f51aa
1ksl,A,training,5,230,6,2a92607f
1ktg,A,training,4,137,6,5c9b27e0
1kv9,A,training,4,664,31,b12e30ae
1kvk,A,training,2,378,9,e9b43a0a
1kw6,B,training,4,288,10,d28107b5
1kya,C,training,4,499,6,e45f0a3c
1kyq,B,training,2,267,14,6f4fc81f
1kyv,A,training,1,147,8,0ecfe188
1kyz,C,training,3,356,14,3f851eb2
1kzk,A,training,2,99,9,692f9b71
1kzl,A,testing,0,202,24,b7aee7c1
1l1e,B,training,2,260,12,10404ef3
1l1r,A,training,1,179,14,19ec0efa
1l3i,B,testing,0,178,15,1b532cd3
1l3l,D,training,4,219,11,42131f50
1l5y,A,training,3,143,7,4ff8de66
1l6s,A,training,4,322,11,a3d45d45
1l7e,A,training,3,372,15,f16be3d5
1l7n,A,training,3,207,7,c09a97cb
1l8n,A,training,1,671,10,f63c5458
1l9k,A,training,4,261,13,04119f5e
1lbf,A,val,0,247,16,8ea90589
1lbt,A,training,5,317,10,9112b281
1lbz,A,training,5,252,6,410a5674
1lc3,A,training,2,292,11,b665cdaa
1lc7,A,training,5,358,9,bdbb535b
1lcp,A,val,0,484,8,9f9ac621
1ldm,A,training,3,329,13,c5cfcc6d
1ldn,C,training,1,316,17,02f908c3
1lf9,A,training,2,674,11,fdc1acf2
1lfk,A,testing,0,375,17,e9ba0bd8
1lfw,A,training,2,468,12,2740551c
1lgt,A,training,5,287,16,fbb69d4d
1lhs,A,training,5,153,11,ed76f2f4
1li4,A,training,5,430,26,5140e77e
1lj8,A,training,3,481,16,2c19cd2a
1lk7,A,val,0,229,12,eed883ea
1llf,A,training,2,534,18,d1b978af
1llo,A,training,4,273,9,1b91c6b3
1llp,A,training,2,343,15,23c43723
1llu,B,testing,0,341,22,0e5a10f1
1lnx,G,training,5,73,6,8b4e9f32
1lo7,A,training,5,140,13,0bd301f5
1loj,B,val,0,76,5,6e37060b
1lon,A,val,0,431,27,0a81bc35
1lox,A,training,5,647,10,5c26d55f
1lpb,B,training,4,449,7,0cb69f20
1lpc,A,val,0,254,8,5089d923
1lpo,A,training,1,534,14,b98a67b2
1lqa,A,training,5,346,20,6aaa787a
1lqt,A,testing,0,452,32,ab67d576
1lqy,A,training,1,184,11,fb1ea819
1lrh,A,training,1,160,9,b1902cd4
1lrk,A,training,2,338,34,6cb8079c
1lrw,C,training,1,600,15,b38579d8
1ls6,A,training,5,288,23,355ddfa8
1lsp,A,training,2,185,12,9995e532
1lt8,A,training,3,348,12,419081b0
1lth,T,training,1,313,21,c7851514
1ltq,A,training,1,286,9,1b8f88e7
1lvg,A,training,2,190,23,240b409b
1lvl,A,training,4,458,31,4ae46dce
1lw4,D,training,1,329,11,bf92f96d
1lwj,A,training,2,441,11,d6a6bca0
1lxk,A,testing,0,719,8,ec7df598
1lxy,A,training,1,409,12,c688468f
1lyc,A,training,1,336,18,23eb5469
1m0w,A,training,2,481,22,a88e8de4
1m15,A,training,1,356,15,f3fa99ef
1m1b,A,training,1,291,8,8b4d49d5
1m1o,B,training,5,390,17,44592e9a
1m2k,A,training,2,249,16,eb85f59d
1m2o,B,training,1,164,14,e711054b
1m2t,A,training,5,248,6,81da303a
1m2x,A,training,4,219,6,a31520c2
1m32,A,testing,0,350,6,b9e160e4
1m33,A,training,4,251,5,84b5d6d1
1m3q,A,training,3,314,6,0fa7d650
1m3u,C,training,3,262,8,d957bc51
1m40,A,testing,0,263,9,6e82f266
1m48,A,training,1,123,11,bcef933f
1m4d,B,training,1,176,17,b06070fb
1m6d,A,training,2,214,11,66502299
1m6y,B,training,4,274,15,93f49d10
1m7g,A,training,4,208,22,7c99cea9
1m7s,A,training,1,484,20,bdf3a1f8
1m9h,A,training,3,277,16,74228d53
1m9n,A,training,3,590,23,5b3c06bd
1mai,A,training,3,119,7,6c24e668
1mba,A,training,1,146,11,84d5494b
1mbq,A,training,2,220,7,d9b6290f
1mbs,A,training,2,153,7,7ff05893
1mdb,A,training,1,536,16,e7c1df51
1mdo,A,training,2,355,9,87faf870
1me3,A,training,2,215,10,89f6731f
1me8,A,training,3,356,12,7f8e7ee9
1meg,A,training,2,216,10,bd8afc83
1mfi,B,training,2,114,8,e8271bbe
1mfu,A,val,0,490,13,ba0aeb92
1mg5,B,training,3,255,22,143f8754
1mh1,A,training,4,183,15,12c1af7d
1mi3,C,training,2,319,23,07b6b570
1mj3,F,testing,0,258,16,4324a582
1mj4,A,training,5,79,11,429cd0fd
1mjo,C,val,0,104,11,d797815e
1mjt,B,training,2,347,12,46b5839c
1mk1,A,training,5,187,6,33fe5289
1mkv,A,training,2,123,13,92af3b9e
1ml3,D,val,0,359,18,8cac6217
1ml4,A,training,1,307,10,a3250a2f
1ml6,A,training,4,219,11,9547d842
1mmt,A,val,0,308,16,b610ef3b
1mmz,A,training,4,339,6,a80dc53d
1mp3,A,training,2,289,19,3432978f
1mq0,A,training,3,130,5,39f66830
1mrj,A,training,5,247,8,d3dd472c
1mrq,A,training,1,323,26,4fea5bfe
1msa,B,training,2,109,5,6701aa18
1muq,B,training,4,134,5,448258da
1mv8,B,training,4,436,30,f0c3f425
1mvl,A,training,3,173,12,74ce523f
1mwc,A,val,0,153,11,b232130f
1mwt,A,training,3,635,8,cb560e7b
1mx3,A,training,2,326,19,77457107
1mxg,A,training,1,435,12,adaa8c04
1mxh,A,val,0,248,24,79b49be5
1mxi,A,training,5,156,15,a52cec2a
1myt,A,training,1,146,11,d1e121a6
1mz9,C,val,0,45,5,7aabb291
1mzj,A,training,4,334,14,35bcf5cb
1mzv,A,training,1,216,11,1da95b47
1n08,A,training,1,154,11,92d7d4be
1n0u,A,training,4,819,10,e4e53a5a
1n13,I,val,0,49,5,4ae858e8
1n1e,B,training,1,349,21,04d8f056
1n1t,A,training,2,628,8,ab3733f4
1n20,A,training,5,532,10,f0bd1a2b
1n2a,A,training,4,201,8,2f79fd0d
1n2s,A,training,3,298,16,b64a20d3
1n40,A,training,5,394,16,293f554f
1n45,A,training,2,214,14,f427708f
1n4k,A,training,2,292,8,52b0e1f5
1n4q,L,training,3,346,12,f64010b3
1n5d,A,testing,0,288,23,02378c98
1n78,A,training,5,468,16,c200685f
1n7h,B,training,5,334,32,c7d83368
1n7q,A,training,2,721,5,911453a6
1n83,A,training,3,251,6,58bbd6fb
1n97,B,training,5,385,17,80f75516
1n9b,A,training,5,265,8,8de0ff2f
1nbu,D,training,3,118,12,55e09cc9
1ncq,A,val,0,273,11,8955c01e
1nd4,B,training,4,255,11,3f3a56e9
1ndw,A,training,3,349,7,7d910875
1ne7,D,training,1,274,16,96b6f911
1nf8,A,val,0,207,8,86835445
1nff,A,training,4,244,24,6603b57b
1nfv,E,training,2,170,9,7b11e68b
1nh8,A,training,5,276,6,69b29985
1nhk,L,val,0,143,8,7c40d3ff
1nhp,A,training,1,447,19,5ac8f0a8
1nhx,A,training,2,605,14,9242a7dc
1nir,B,training,4,539,26,abc12ff1
1njf,A,training,4,239,15,5bbf71e3
1njj,B,testing,0,349,18,1e34cc02
1nki,B,training,1,134,6,687d79a4
1nlm,B,training,1,350,15,de23740f
1nml,A,training,3,316,28,71a87655
1nms,A,training,2,240,12,bc84c9a7
1now,A,training,3,480,9,85b916e8
1nox,A,val,0,200,10,768e2af2
1np1,B,training,4,184,10,2470ba47
1np7,B,training,3,483,21,735230e2
1nq7,A,testing,0,244,8,c4acb5c4
1nqu,A,val,0,154,9,1b488d4a
1nr6,A,training,2,462,21,9098a50a
1nrj,B,training,3,191,16,5269932a
1nsd,A,training,1,390,11,9018aef3
1nst,A,training,5,282,12,ea9d21bc
1nt4,A,training,1,391,7,1c32dd19
1nu2,A,training,1,152,6,08bd3d58
1nu3,A,training,5,141,5,13b7a232
1nuq,B,training,5,212,15,0caf09b4
1nv8,A,testing,0,271,11,46dcde67
1nvm,B,val,0,312,21,cce6156e
1nvt,B,testing,0,287,18,327e587e
1nx9,C,training,4,617,7,d30be623
1ny5,B,testing,0,385,11,7b802dc4
1nyt,A,training,3,271,16,12a7f850
1nyw,A,training,4,194,8,5a0ca267
1nzy,A,training,2,269,17,f3eab88e
1o04,A,training,5,494,20,6c45c325
1o0h,A,testing,0,124,12,d5bf2cba
1o0s,A,training,3,602,15,e01afeb7
1o26,A,training,4,219,18,2af0de3d
1o2d,A,training,2,348,20,67c50105
1o3y,A,training,2,166,17,c0854bec
1o43,A,val,0,106,12,efaad8e4
1o4s,A,training,4,375,12,416bcb73
1o5e,H,training,5,248,11,43e4d896
1o5q,B,training,3,268,6,a17b72e3
1o5x,A,training,4,246,6,036388ed
1o68,A,training,4,235,6,b06fe5bc
1o69,A,training,1,374,12,fe3c54b2
1o6b,A,val,0,160,9,b069246a
1o6e,B,training,5,232,5,4d52ec97
1o6l,A,training,5,316,12,94357f11
1o8b,B,training,1,206,11,767b89e0
1o98,A,val,0,509,11,502fed8a
1o9j,D,training,2,494,21,5fcf8d6c
1oaa,A,val,0,259,20,542fddda
1oah,A,training,2,475,57,7a01179c
1oao,A,training,4,673,11,dedad706
1obb,A,training,1,477,15,4483ba74
1obc,A,testing,0,811,18,07dee0a4
1oc2,B,training,3,346,36,81d07a10
1oc4,A,training,3,315,18,de02d571
1ocj,A,training,4,360,11,9613c629
1od6,A,training,2,155,7,c83aa53b
1odi,A,training,3,234,11,7eeca36c
1odm,A,testing,0,329,9,17450eae
1odo,A,training,3,395,20,9aafb716
1oe5,A,training,1,243,6,a62bb26a
1of8,B,training,5,344,7,0fcf1c17
1ofl,A,training,3,480,23,232a56d8
1og1,A,training,4,223,10,c7017a3c
1ogd,A,training,3,131,5,c40014e3
1ogg,A,testing,0,496,11,f1ca5a3b
1oh0,A,training,3,125,7,fa627d02
1ohr,A,training,4,99,7,4f4a5259
1oik,D,training,4,254,11,f8efe4bf
1oix,A,training,1,168,17,dccd4d23
1oj4,B,training,3,277,22,25a50fdc
1oj7,A,training,4,390,22,b1624114
1ojr,A,training,3,274,8,04e5b57e
1ojz,A,training,2,212,12,aa77d2d2
1olt,A,training,5,434,18,71838208
1omo,A,training,2,320,16,1688468c
1omz,B,training,5,255,14,0ed9c59c
1on3,A,training,2,517,9,109f9e1c
1onh,A,val,0,363,8,651b0d52
1opr,A,training,4,213,16,5b80711a
1or4,B,val,0,158,12,45b0da10
1orf,A,training,3,232,10,f08a9f1c
1orr,C,training,2,335,30,af048a7d
1ose,A,training,4,495,13,00ffc42b
1oss,A,training,1,223,7,cff63ba6
1osv,B,training,4,229,13,63a3dfd2
1oth,A,training,2,321,14,38e00e6d
1otw,A,training,2,255,15,2af6f835
1owb,A,training,3,426,12,f6ad5bd0
1ox5,B,training,5,526,15,4ecdffb6
1oxv,D,training,5,353,9,2c6105bd
1oyy,A,val,0,512,10,654198ee
1ozh,A,training,5,545,16,5e148f05
1p0f,A,testing,0,372,22,9f62ca93
1p0h,A,training,1,290,25,2e0c744a
1p0z,A,training,1,131,7,38acc52a
1p1j,A,training,5,525,22,e44c84c1
1p3d,B,training,3,446,30,84ed1553
1p3w,A,training,2,385,9,a045453d
1p43,A,training,1,436,11,f26a42df
1p4a,B,training,5,268,14,2944555a
1p5d,X,training,2,454,11,c39a0729
1p5j,A,training,4,319,12,9d02591e
1p5z,B,training,3,229,18,8d051b33
1p6d,A,training,2,245,10,40a36f7b
1p6o,A,training,2,156,7,bbc32190
1p72,B,training,2,330,17,f88066a5
1p77,A,training,2,265,11,9810c446
1p7l,D,testing,0,383,18,2fdd63b8
1p7t,A,val,0,705,20,2a231fa1
1p9b,A,training,2,424,31,68e2e661
1p9p,A,training,3,235,12,0c132108
1pa2,A,val,0,306,18,e68a8f39
1pbe,A,training,2,391,20,5341277c
1pea,A,training,4,368,6,58e0e265
1pf3,A,training,1,463,7,7bc16b78
1pfk,B,training,2,320,29,076a6193
1pfv,A,val,0,547,8,73598cda
1pgn,A,val,0,473,15,414147b0
1phk,A,training,3,277,10,0fa43e49
1php,A,val,0,394,13,ced15ac9
1phw,A,val,0,272,6,c91d9308
1pj3,A,training,2,539,32,4b9a8257
1pjc,A,training,5,361,14,8c198c1d
1pjs,B,training,3,453,23,0b140119
1pjx,A,training,3,314,5,80c53244
1pk8,D,training,3,300,17,24d9adff
1pk9,B,training,3,237,10,4ddbf18a
1pkj,B,testing,0,175,6,848221fb
1pl8,C,training,4,356,13,15a073c1
1pn0,C,training,3,656,29,968d15d4
1pn4,B,training,5,272,18,b7e8aad8
1pn9,A,training,3,209,9,47cf3d4f
1pno,A,training,1,180,23,50e6fbef
1pob,A,training,4,118,10,22fe6366
1poc,A,training,5,134,8,e2cffabc
1ppv,A,val,0,176,9,aa752012
1pqu,D,training,2,371,16,82e5d38e
1ps6,A,training,2,328,6,7d176c9f
1ps9,A,training,2,671,55,13b8e4db
1ptr,A,training,4,50,10,330ec4c8
1pu8,B,testing,0,214,6,61b1d84a
1pv8,A,training,3,276,9,63844823
1pvg,B,training,2,368,18,2705bd15
1pvs,A,training,2,282,7,8cf0cb7c
1pwg,A,training,3,345,11,3f46c5f1
1pz0,A,training,3,309,10,551b78e5
1pz1,B,training,5,325,16,e3ad1980
1pzg,A,training,4,327,19,7f553889
1pzm,B,val,0,170,10,fec0a13e
1q0q,B,training,2,398,30,79edff63
1q0r,A,training,3,297,9,8c34dea0
1q11,A,training,4,329,10,447e377f
1q19,A,training,5,500,19,3439f030
1q1a,A,training,1,285,16,c0123dde
1q1f,A,training,4,148,12,9d1eb275
1q1g,B,training,4,243,10,cb3ce568
1q1r,B,training,2,421,20,8962d340
1q1y,A,training,2,185,12,24869aa6
1q20,A,training,1,294,22,89265f8c
1q2o,B,training,2,405,16,c8981568
1q3a,B,training,4,160,9,57b5abe8
1q3q,A,val,0,518,13,bfa6af0a
1q45,B,training,4,367,17,9ba6f98b
1q4g,A,training,3,553,23,535a7a9b
1q4j,A,training,3,209,9,7e2eee97
1q4t,A,testing,0,142,15,fdba2309
1q5d,A,training,2,401,24,330c8be1
1q5m,A,training,4,322,21,eacbbd8e
1q6i,B,training,5,208,7,124fc67d
1q6o,A,val,0,213,9,c2651047
1q6y,A,training,5,417,18,828c198f
1q79,A,training,3,467,6,aff6a930
1q7b,B,training,3,241,17,5fb11d0c
1q7t,A,testing,0,310,7,5738be48
1q8j,A,training,2,559,9,45ea4158
1q8y,A,training,2,351,11,b30ecfb8
1q9i,A,training,4,568,77,6e0bae68
1q9s,A,training,2,149,27,98c26db3
1qa7,A,training,2,213,11,aba4b712
1qan,A,training,5,236,11,997704be
1qb8,A,val,0,236,9,6cce047c
1qd1,B,training,2,325,18,f8e2d20f
1qd6,C,training,2,240,10,a68d1492
1qdb,A,testing,0,473,60,37ad35e6
1qdq,A,training,3,251,11,b3365461
1qf5,A,training,4,431,25,2fe76c04
1qfz,B,training,5,295,29,696d22c9
1qgj,A,training,2,300,18,6b11e401
1qgq,A,training,2,238,8,8130b091
1qh5,B,training,5,260,9,42e3b935
1qhf,A,training,5,240,9,bd1c52c7
1qhg,A,training,3,622,8,c940797d
1qhj,A,val,0,228,44,2eeeff81
1qhx,A,training,4,178,10,2747b1a0
1qj5,A,training,3,428,8,4d29c595
1qji,A,val,0,200,10,2b56581a
1qjp,A,training,4,137,7,b889a299
1qks,B,training,3,559,36,d4600ffd
1qm5,A,training,3,796,18,d3d17d85
1qmg,C,training,5,512,23,dc462665
1qnf,A,training,3,475,28,27fd0293
1qo8,A,training,2,564,68,baa16340
1qor,A,val,0,326,17,3a27e334
1qpa,B,val,0,343,16,ef98bc8d
1qpg,A,training,2,415,12,f029a07e
1qpq,E,training,4,284,7,75b1d7d0
1qr0,A,training,4,228,11,1c6e6294
1qrd,A,val,0,273,15,a4c737dc
1qrp,E,training,2,326,15,cf8a39bc
1qrr,A,training,2,390,31,a45cf955
1qs0,A,training,5,395,12,a8a1995e
1qsm,D,training,1,152,17,165fd5ce
1qsr,A,training,5,162,13,51f1de93
1qtq,A,training,4,529,12,2432530e
1qv0,A,training,2,185,13,5fc27cdd
1qvj,A,training,4,287,6,687776dc
1qw9,B,training,5,497,9,282a638e
1qwl,B,val,0,491,20,ae31ef40
1qx4,B,training,1,264,23,a2dee8ed
1qxo,B,training,1,376,15,354776ba
1qxy,A,training,2,249,10,526d1ad3
1qy8,A,training,5,225,7,c4d8ffa6
1qz3,A,training,1,309,10,0933775b
1qz9,A,training,1,404,12,b1017e22
1qzz,A,training,2,340,13,4f72520a
1r0x,A,training,4,264,9,608640b6
1r18,A,training,5,223,10,a5ed9ea7
1r2j,A,training,3,353,14,cb2d75ab
1r2q,A,training,5,170,18,9d451a9b
1r37,A,training,1,347,23,615a4286
1r3s,A,testing,0,356,16,f310a75c
1r55,A,training,3,203,11,6e44149f
1r5a,A,training,1,214,9,b26b7746
1r6b,X,training,1,704,19,dc7b0c39
1r6d,A,val,0,322,35,8aa02909
1r6n,A,training,5,196,12,81ba4c5e
1r6u,A,val,0,378,13,17b8998e
1r6w,A,training,2,321,7,3a9cd7dc
1r89,A,training,4,437,12,478b0d0c
1r8q,A,training,2,179,17,04566f81
1r9j,A,training,2,670,11,04dbd367
1ra0,A,training,1,423,9,3e3e8c98
1rbl,A,training,3,467,11,7a1d6020
1rcq,A,training,3,356,10,33d3336d
1rdq,E,training,1,340,17,287d4fb9
1rds,A,training,1,105,16,bb1f6408
1red,B,training,4,189,6,b9933244
1reo,A,training,2,484,23,46d8709c
1req,C,training,2,727,39,5c61e76d
1rf6,A,training,3,427,16,21d4da06
1rfs,A,testing,0,127,8,d34a946d
1rge,A,training,4,96,9,e95c6ba5
1rgy,A,training,3,360,7,3bd3f265
1rhc,A,training,5,330,18,38a13988
1rie,A,training,5,127,8,5c028a91
1rjd,B,training,3,329,15,ee7d6cf0
1rkx,A,training,3,349,20,7224b2b3
1rky,A,testing,0,734,6,f80f8551
1rl4,A,training,3,154,9,84f5312e
1rlt,A,training,2,268,5,e48ccb21
1rm4,O,training,1,336,13,a88d905f
1rm8,A,training,3,169,12,fd714c8a
1ro7,A,training,1,255,18,6a392b23
1rp0,A,training,3,278,21,9edff17b
1rpn,A,testing,0,321,36,c802ffb6
1rqj,A,training,5,299,13,4efff86f
1rqp,B,training,2,291,18,09b7a243
1rrg,A,training,3,177,12,9d5d89a8
1rrv,B,val,0,400,12,91f1c282
1rsg,A,training,2,470,24,e2f51583
1rtk,A,val,0,486,8,e331080d
1rv3,A,training,2,463,9,d2631bfe
1rvv,1,val,0,154,7,6174f44b
1rwh,A,training,3,754,10,6108bfb9
1rx0,D,training,1,384,32,4e2953cb
1rxe,A,training,3,131,6,804271e5
1ry2,A,testing,0,615,11,a409a672
1rya,A,training,2,160,10,96e02cae
1ryi,D,val,0,364,24,f0195e52
1rz1,B,val,0,147,16,de0950d9
1rzm,A,testing,0,338,12,1b97bb91
1rzu,B,training,5,478,7,1519c619
1s14,A,training,2,168,10,49c8510c
1s1d,B,training,5,315,10,63c68621
1s1p,A,training,1,315,21,82e9db6a
1s20,A,training,5,319,9,bfdd268c
1s2d,A,testing,0,165,11,64ead4b3
1s3e,A,val,0,499,32,09b0452d
